scan_id,scan_date,scan_time,data_date,code,name,market,symbol,grade,score,reasons,close,volume,vol_ratio,dif,dea,hist,ma5,ma10,ma20,ma60,bb_upper,bb_mid,bb_lower,bb_width,buy_note,stop_note,target_note,cond_macd_gc,cond_first_red,cond_ma5_ma10_gc,cond_above_ma60,cond_ma60_up,cond_vol_expand,cond_boll_breakout,cond_price_above_ma20,ret_3d,ret_5d,ret_10d,success_5d,type,open,high,low,aggressive_buy_price,pullback_buy_price,conservative_buy_price,wave_buy_price,sell_price_1,sell_price_2,stop_loss_short,stop_loss_wave,stop_loss_hard,support_1,support_2,support_3,resistance_1,resistance_2,recent_low_20,cond_close_above_recent_high,rsi14,cond_a1_ma20_up,cond_a1_above_ma60,cond_a1_macd_first_red,cond_a1_ma5_cross_ma10,cond_a1_breakout_20d,cond_a1_vol_expand,cond_a1_red_candle,cond_a2_ma60_up,cond_a2_bullish_alignment,cond_a2_pullback_to_ma,cond_a2_macd_positive,cond_a2_vol_shrink,cond_a2_higher_lows
2026-03-21_6138,2026-03-21,2026-03-21 09:50:48,2026-03-20,6138,茂達,上櫃,6138.TWO,C,39,站上季線、季線向上、量增、股價站上20日線,229.5,837813,1.34,-1.4043,-2.2112,0.8069,230.1,227.75,229.1,229.35,243.04,229.1,215.16,0.1217,買點：先等站穩季線 229.35 或 MACD 更明確轉強。,停損：若跌破 20 日線 229.10 宜保守。,目標：以觀察為主，暫不主動追價。,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,-1.74,-4.36,-8.06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-21_8410,2026-03-21,2026-03-21 09:51:12,2026-03-20,8410,森田,上櫃,8410.TWO,C,39,站上季線、季線向上、量增、股價站上20日線,37.2,57374,1.28,-0.0522,-0.1471,0.0949,37.16,36.86,36.95,37.01,38.15,36.95,35.75,0.0648,買點：先等站穩季線 37.01 或 MACD 更明確轉強。,停損：若跌破 20 日線 36.95 宜保守。,目標：以觀察為主，暫不主動追價。,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,-1.08,-1.61,-4.03,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-21_4979,2026-03-21,2026-03-21 09:50:39,2026-03-20,4979,華星光,上櫃,4979.TWO,C,39,站上季線、季線向上、量增、股價站上20日線,404.5,27894117,1.27,16.7175,19.8705,-3.153,400.2,386.4,394.52,328.35,463.53,394.52,325.52,0.3498,買點：先等站穩季線 328.35 或 MACD 更明確轉強。,停損：若跌破 20 日線 394.52 宜保守。,目標：以觀察為主，暫不主動追價。,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,5.19,-1.98,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-21_6515,2026-03-21,2026-03-21 09:50:58,2026-03-20,6515,穎崴,上市,6515.TW,C,37,站上季線、季線向上、突破布林上軌、股價站上20日線,7930.0,441900,0.95,812.9524,605.6293,207.3232,7028.0,6411.0,5637.25,4202.92,7603.24,5637.25,3671.26,0.6975,買點：先等站穩季線 4202.92 或 MACD 更明確轉強。,停損：若跌破 20 日線 5637.25 宜保守。,目標：以觀察為主，暫不主動追價。,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,6.56,-0.19,-10.47,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-21_2906,2026-03-21,2026-03-21 09:50:12,2026-03-20,2906,高林,上市,2906.TW,C,37,站上季線、季線向上、突破布林上軌、股價站上20日線,13.2,121294,0.54,0.1238,0.0543,0.0696,12.95,12.79,12.68,12.64,13.16,12.68,12.21,0.0752,買點：先等站穩季線 12.64 或 MACD 更明確轉強。,停損：若跌破 20 日線 12.68 宜保守。,目標：以觀察為主，暫不主動追價。,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.38,-1.52,-2.27,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-21_8409,2026-03-21,2026-03-21 09:51:12,2026-03-20,8409,商之器,上櫃,8409.TWO,C,35,5日/10日黃金交叉、量增、股價站上20日線,20.85,81138,2.6,-0.1354,-0.1759,0.0405,20.47,20.4,20.57,21.06,21.12,20.57,20.02,0.0531,買點：先等站穩季線 21.06 或 MACD 更明確轉強。,停損：若跌破 20 日線 20.57 宜保守。,目標：以觀察為主，暫不主動追價。,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-21_1732,2026-03-21,2026-03-21 09:49:53,2026-03-20,1732,毛寶,上市,1732.TW,C,30,5日/10日黃金交叉、量增,26.0,196418,1.52,-0.4643,-0.4517,-0.0126,26.29,26.29,26.75,27.73,27.97,26.75,25.53,0.0911,買點：先等站穩季線 27.73 或 MACD 更明確轉強。,停損：若跌破 20 日線 26.75 宜保守。,目標：以觀察為主，暫不主動追價。,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.96,0.77,0.96,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-21_3521,2026-03-21,2026-03-21 09:50:23,2026-03-20,3521,鴻翊,上櫃,3521.TWO,C,29,站上季線、量增、股價站上20日線,15.05,321099,2.72,-0.2418,-0.2005,-0.0414,14.12,14.16,14.67,14.7,15.91,14.67,13.43,0.1692,買點：先等站穩季線 14.70 或 MACD 更明確轉強。,停損：若跌破 20 日線 14.67 宜保守。,目標：以觀察為主，暫不主動追價。,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-8.64,-7.97,-14.62,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-21_6590,2026-03-21,2026-03-21 09:51:00,2026-03-20,6590,普鴻,上櫃,6590.TWO,C,29,站上季線、量增、股價站上20日線,73.6,54427,2.71,0.2068,-0.1133,0.3201,73.22,72.75,71.92,73.35,74.17,71.92,69.67,0.0627,買點：先等站穩季線 73.35 或 MACD 更明確轉強。,停損：若跌破 20 日線 71.92 宜保守。,目標：以觀察為主，暫不主動追價。,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-0.41,-1.22,-4.89,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-21_5244,2026-03-21,2026-03-21 09:50:40,2026-03-20,5244,弘凱,上市,5244.TW,C,29,站上季線、量增、股價站上20日線,39.55,1982651,2.29,-0.2885,-0.636,0.3475,37.25,36.13,37.12,38.59,40.48,37.12,33.77,0.1806,買點：先等站穩季線 38.59 或 MACD 更明確轉強。,停損：若跌破 20 日線 37.12 宜保守。,目標：以觀察為主，暫不主動追價。,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,4.8,-3.41,-0.38,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-21_5439,2026-03-21,2026-03-21 09:50:44,2026-03-20,5439,高技,上櫃,5439.TWO,C,29,站上季線、量增、股價站上20日線,306.0,9099047,2.23,-3.7053,-7.98,4.2747,283.8,272.85,279.7,299.87,312.95,279.7,246.45,0.2378,買點：先等站穩季線 299.87 或 MACD 更明確轉強。,停損：若跌破 20 日線 279.70 宜保守。,目標：以觀察為主，暫不主動追價。,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-6.21,-0.65,-8.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-21_2916,2026-03-21,2026-03-21 09:50:12,2026-03-20,2916,滿心,上櫃,2916.TWO,C,29,站上季線、量增、股價站上20日線,48.5,69870,1.69,0.2601,0.1592,0.1009,47.82,47.87,47.36,47.67,48.82,47.36,45.91,0.0613,買點：先等站穩季線 47.67 或 MACD 更明確轉強。,停損：若跌破 20 日線 47.36 宜保守。,目標：以觀察為主，暫不主動追價。,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-0.62,-0.93,-1.44,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-21_2732,2026-03-21,2026-03-21 09:50:09,2026-03-20,2732,六角,上櫃,2732.TWO,C,29,站上季線、量增、股價站上20日線,68.7,80770,1.48,0.1506,-0.4269,0.5776,67.14,66.29,65.61,67.75,68.96,65.61,62.27,0.1018,買點：先等站穩季線 67.75 或 MACD 更明確轉強。,停損：若跌破 20 日線 65.61 宜保守。,目標：以觀察為主，暫不主動追價。,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-2.47,0.87,-3.64,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-21_6661,2026-03-21,2026-03-21 09:51:02,2026-03-20,6661,威健生技,上櫃,6661.TWO,C,29,站上季線、量增、股價站上20日線,18.9,8010,1.42,-0.0432,-0.0706,0.0274,18.76,18.65,18.66,18.79,19.0,18.66,18.31,0.0365,買點：先等站穩季線 18.79 或 MACD 更明確轉強。,停損：若跌破 20 日線 18.66 宜保守。,目標：以觀察為主，暫不主動追價。,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.53,2.38,-3.17,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-21_1459,2026-03-21,2026-03-21 09:49:46,2026-03-20,1459,聯發,上市,1459.TW,C,28,5日/10日黃金交叉、季線向上,11.7,104985,0.77,-0.0465,-0.0158,-0.0307,11.77,11.75,11.94,11.85,12.44,11.94,11.44,0.0844,買點：先等站穩季線 11.85 或 MACD 更明確轉強。,停損：若跌破 20 日線 11.94 宜保守。,目標：以觀察為主，暫不主動追價。,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.43,0.85,-0.43,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-21_4130,2026-03-21,2026-03-21 09:50:29,2026-03-20,4130,健亞,上櫃,4130.TWO,C,28,5日/10日黃金交叉、季線向上,30.4,2246967,0.59,0.2383,0.5324,-0.2941,32.71,32.71,32.55,30.97,35.36,32.55,29.74,0.1728,買點：先等站穩季線 30.97 或 MACD 更明確轉強。,停損：若跌破 20 日線 32.55 宜保守。,目標：以觀察為主，暫不主動追價。,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.3,5.1,14.14,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-21_2465,2026-03-21,2026-03-21 09:50:04,2026-03-20,2465,麗臺,上市,2465.TW,C,27,站上季線、季線向上、股價站上20日線,62.8,1980392,1.12,2.0003,0.4226,1.5777,61.52,57.32,54.64,56.79,63.96,54.64,45.31,0.3413,買點：先等站穩季線 56.79 或 MACD 更明確轉強。,停損：若跌破 20 日線 54.64 宜保守。,目標：以觀察為主，暫不主動追價。,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-11.46,-13.06,-13.54,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-21_3324,2026-03-21,2026-03-21 09:50:20,2026-03-20,3324,雙鴻,上櫃,3324.TWO,C,27,站上季線、季線向上、股價站上20日線,1065.0,4509711,1.01,13.1403,10.6962,2.4441,1050.0,1021.7,1040.3,993.48,1168.72,1040.3,911.88,0.2469,買點：先等站穩季線 993.48 或 MACD 更明確轉強。,停損：若跌破 20 日線 1040.30 宜保守。,目標：以觀察為主，暫不主動追價。,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-2.82,-6.76,-13.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-21_6456,2026-03-21,2026-03-21 09:50:57,2026-03-20,6456,GIS-KY,上市,6456.TW,C,27,站上季線、季線向上、股價站上20日線,63.6,17031370,1.0,5.0888,4.6885,0.4003,62.34,61.62,55.99,46.96,71.25,55.99,40.72,0.5453,買點：先等站穩季線 46.96 或 MACD 更明確轉強。,停損：若跌破 20 日線 55.99 宜保守。,目標：以觀察為主，暫不主動追價。,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-5.03,-7.23,-13.52,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-21_6592,2026-03-21,2026-03-21 09:51:01,2026-03-20,6592,和潤企業,上市,6592.TW,C,27,站上季線、季線向上、股價站上20日線,63.7,3647103,0.99,0.9777,0.5963,0.3813,64.28,63.34,61.42,61.11,66.03,61.42,56.8,0.1502,買點：先等站穩季線 61.11 或 MACD 更明確轉強。,停損：若跌破 20 日線 61.42 宜保守。,目標：以觀察為主，暫不主動追價。,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.57,-1.1,-2.51,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-21_8096,2026-03-21,2026-03-21 09:51:09,2026-03-20,8096,擎亞,上櫃,8096.TWO,C,27,站上季線、季線向上、股價站上20日線,87.1,40040112,0.95,6.1318,4.5223,1.6095,85.34,78.61,73.28,61.54,89.97,73.28,56.58,0.4557,買點：先等站穩季線 61.54 或 MACD 更明確轉強。,停損：若跌破 20 日線 73.28 宜保守。,目標：以觀察為主，暫不主動追價。,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.18,4.94,7.92,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-21_8421,2026-03-21,2026-03-21 09:51:13,2026-03-20,8421,旭源,上櫃,8421.TWO,C,27,站上季線、季線向上、股價站上20日線,13.8,69446,0.91,0.1439,0.102,0.0419,13.72,13.59,13.44,13.31,13.9,13.44,12.98,0.0688,買點：先等站穩季線 13.31 或 MACD 更明確轉強。,停損：若跌破 20 日線 13.44 宜保守。,目標：以觀察為主，暫不主動追價。,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-1.45,0.0,-1.45,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-21_6182,2026-03-21,2026-03-21 09:50:50,2026-03-20,6182,合晶,上櫃,6182.TWO,C,27,站上季線、季線向上、股價站上20日線,36.95,19874371,0.88,0.1364,-0.3392,0.4756,35.5,34.09,34.24,34.56,37.5,34.24,30.97,0.1908,買點：先等站穩季線 34.56 或 MACD 更明確轉強。,停損：若跌破 20 日線 34.24 宜保守。,目標：以觀察為主，暫不主動追價。,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-6.36,-5.55,-16.92,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-21_1723,2026-03-21,2026-03-21 09:49:52,2026-03-20,1723,中碳,上市,1723.TW,C,27,站上季線、季線向上、股價站上20日線,74.0,1234783,0.87,0.8887,0.3623,0.5264,75.32,72.9,72.09,71.0,77.5,72.09,66.68,0.15,買點：先等站穩季線 71.00 或 MACD 更明確轉強。,停損：若跌破 20 日線 72.09 宜保守。,目標：以觀察為主，暫不主動追價。,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-2.03,9.05,14.59,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-21_8431,2026-03-21,2026-03-21 09:51:13,2026-03-20,8431,匯鑽科,上櫃,8431.TWO,C,27,站上季線、季線向上、股價站上20日線,69.1,2426715,0.87,1.6813,1.2978,0.3834,70.44,68.66,67.62,66.56,74.77,67.62,60.48,0.2112,買點：先等站穩季線 66.56 或 MACD 更明確轉強。,停損：若跌破 20 日線 67.62 宜保守。,目標：以觀察為主，暫不主動追價。,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-4.05,-5.35,-19.97,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-21_6692,2026-03-21,2026-03-21 09:51:03,2026-03-20,6692,進能服,上櫃,6692.TWO,C,27,站上季線、季線向上、股價站上20日線,30.8,29542,0.85,0.0167,-0.0331,0.0498,30.91,30.91,30.77,30.78,32.09,30.77,29.45,0.0857,買點：先等站穩季線 30.78 或 MACD 更明確轉強。,停損：若跌破 20 日線 30.77 宜保守。,目標：以觀察為主，暫不主動追價。,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-1.62,-0.16,5.03,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-21_6292,2026-03-21,2026-03-21 09:50:54,2026-03-20,6292,迅德,上櫃,6292.TWO,C,27,站上季線、季線向上、股價站上20日線,46.8,460135,0.84,1.5747,0.777,0.7978,46.42,44.09,42.55,41.44,47.99,42.55,37.11,0.2556,買點：先等站穩季線 41.44 或 MACD 更明確轉強。,停損：若跌破 20 日線 42.55 宜保守。,目標：以觀察為主，暫不主動追價。,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-6.52,2.67,-4.81,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-21_2481,2026-03-21,2026-03-21 09:50:04,2026-03-20,2481,強茂,上市,2481.TW,C,27,站上季線、季線向上、股價站上20日線,94.8,24719855,0.82,2.9558,2.0985,0.8572,100.36,95.13,92.23,87.91,104.44,92.23,80.03,0.2646,買點：先等站穩季線 87.91 或 MACD 更明確轉強。,停損：若跌破 20 日線 92.23 宜保守。,目標：以觀察為主，暫不主動追價。,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,5.49,3.27,10.23,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-21_1713,2026-03-21,2026-03-21 09:49:52,2026-03-20,1713,國化,上市,1713.TW,C,27,站上季線、季線向上、股價站上20日線,47.6,320808,0.82,-0.0629,-0.2513,0.1883,47.57,46.74,47.04,47.3,49.18,47.04,44.89,0.0912,買點：先等站穩季線 47.30 或 MACD 更明確轉強。,停損：若跌破 20 日線 47.04 宜保守。,目標：以觀察為主，暫不主動追價。,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.95,0.11,-3.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-21_2461,2026-03-21,2026-03-21 09:50:04,2026-03-20,2461,光群雷,上市,2461.TW,C,27,站上季線、季線向上、股價站上20日線,16.75,686614,0.8,0.0072,-0.1154,0.1226,16.37,15.87,16.1,16.14,17.23,16.1,14.96,0.1411,買點：先等站穩季線 16.14 或 MACD 更明確轉強。,停損：若跌破 20 日線 16.10 宜保守。,目標：以觀察為主，暫不主動追價。,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.18,4.48,13.43,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-21_6485,2026-03-21,2026-03-21 09:50:57,2026-03-20,6485,點序,上櫃,6485.TWO,C,27,站上季線、季線向上、股價站上20日線,92.3,1546705,0.79,-0.8511,-2.5087,1.6576,92.44,86.53,86.82,91.81,98.2,86.82,75.44,0.2621,買點：先等站穩季線 91.81 或 MACD 更明確轉強。,停損：若跌破 20 日線 86.82 宜保守。,目標：以觀察為主，暫不主動追價。,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-3.9,-9.97,-15.71,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-21_2355,2026-03-21,2026-03-21 09:50:00,2026-03-20,2355,敬鵬,上市,2355.TW,C,27,站上季線、季線向上、股價站上20日線,45.5,16051081,0.74,2.0967,1.8459,0.2508,45.89,43.98,42.8,37.42,47.29,42.8,38.31,0.2098,買點：先等站穩季線 37.42 或 MACD 更明確轉強。,停損：若跌破 20 日線 42.80 宜保守。,目標：以觀察為主，暫不主動追價。,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-1.21,10.99,10.77,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-21_3679,2026-03-21,2026-03-21 09:50:27,2026-03-20,3679,新至陞,上市,3679.TW,C,27,站上季線、季線向上、股價站上20日線,121.0,50854,0.73,1.1684,0.8978,0.2706,120.0,118.25,118.2,115.52,121.77,118.2,114.63,0.0604,買點：先等站穩季線 115.52 或 MACD 更明確轉強。,停損：若跌破 20 日線 118.20 宜保守。,目標：以觀察為主，暫不主動追價。,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-0.83,-1.65,-2.89,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-21_6761,2026-03-21,2026-03-21 09:51:04,2026-03-20,6761,穩得,上櫃,6761.TWO,C,27,站上季線、季線向上、股價站上20日線,164.0,1126753,0.7,5.8184,5.6429,0.1755,168.2,164.15,160.62,145.87,174.98,160.62,146.27,0.1787,買點：先等站穩季線 145.87 或 MACD 更明確轉強。,停損：若跌破 20 日線 160.62 宜保守。,目標：以觀察為主，暫不主動追價。,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,15.24,4.57,-3.35,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-21_4949,2026-03-21,2026-03-21 09:50:37,2026-03-20,4949,有成精密,上市,4949.TW,C,27,站上季線、季線向上、股價站上20日線,66.0,5712482,0.69,6.226,4.7281,1.4979,67.74,62.61,55.22,45.99,73.45,55.22,37.0,0.66,買點：先等站穩季線 45.99 或 MACD 更明確轉強。,停損：若跌破 20 日線 55.22 宜保守。,目標：以觀察為主，暫不主動追價。,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-0.76,6.67,-1.06,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-21_1337,2026-03-21,2026-03-21 09:49:44,2026-03-20,1337,再生-KY,上市,1337.TW,C,27,站上季線、季線向上、股價站上20日線,6.25,1517797,0.69,0.223,0.1679,0.055,6.13,6.01,5.69,5.32,6.42,5.69,4.95,0.2585,買點：先等站穩季線 5.32 或 MACD 更明確轉強。,停損：若跌破 20 日線 5.69 宜保守。,目標：以觀察為主，暫不主動追價。,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-1.44,-2.08,-2.72,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-21_6488,2026-03-21,2026-03-21 09:50:57,2026-03-20,6488,環球晶,上櫃,6488.TWO,C,27,站上季線、季線向上、股價站上20日線,469.0,2456435,0.66,0.0964,-3.0266,3.123,462.6,451.8,450.02,451.12,482.96,450.02,417.09,0.1464,買點：先等站穩季線 451.12 或 MACD 更明確轉強。,停損：若跌破 20 日線 450.02 宜保守。,目標：以觀察為主，暫不主動追價。,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-4.05,-4.58,-12.15,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-21_6282,2026-03-21,2026-03-21 09:50:54,2026-03-20,6282,康舒,上市,6282.TW,C,27,站上季線、季線向上、股價站上20日線,49.15,24038066,0.66,-0.1131,-0.5505,0.4374,49.6,47.52,48.39,48.41,54.05,48.39,42.74,0.2336,買點：先等站穩季線 48.41 或 MACD 更明確轉強。,停損：若跌破 20 日線 48.39 宜保守。,目標：以觀察為主，暫不主動追價。,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-2.54,-0.51,-13.12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-21_2897,2026-03-21,2026-03-21 09:50:11,2026-03-20,2897,王道銀行,上市,2897.TW,C,27,站上季線、季線向上、股價站上20日線,9.86,2914467,0.66,0.144,0.154,-0.01,9.91,9.86,9.81,9.38,10.01,9.81,9.61,0.0409,買點：先等站穩季線 9.38 或 MACD 更明確轉強。,停損：若跌破 20 日線 9.81 宜保守。,目標：以觀察為主，暫不主動追價。,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.71,2.43,1.93,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-21_6435,2026-03-21,2026-03-21 09:50:56,2026-03-20,6435,大中,上櫃,6435.TWO,C,27,站上季線、季線向上、股價站上20日線,166.5,855882,0.63,8.4355,7.3842,1.0513,167.7,161.95,153.15,134.97,176.04,153.15,130.26,0.2989,買點：先等站穩季線 134.97 或 MACD 更明確轉強。,停損：若跌破 20 日線 153.15 宜保守。,目標：以觀察為主，暫不主動追價。,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.4,-5.71,-2.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-21_5443,2026-03-21,2026-03-21 09:50:44,2026-03-20,5443,均豪,上櫃,5443.TWO,C,27,站上季線、季線向上、股價站上20日線,102.5,5748227,0.59,3.3287,2.1642,1.1645,103.2,99.0,94.42,92.22,106.8,94.42,82.04,0.2622,買點：先等站穩季線 92.22 或 MACD 更明確轉強。,停損：若跌破 20 日線 94.42 宜保守。,目標：以觀察為主，暫不主動追價。,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.41,1.46,-1.46,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-21_6509,2026-03-21,2026-03-21 09:50:58,2026-03-20,6509,聚和,上櫃,6509.TWO,C,27,站上季線、季線向上、股價站上20日線,43.95,7916627,0.59,2.2713,1.8645,0.4067,44.76,42.43,41.09,36.35,45.95,41.09,36.23,0.2366,買點：先等站穩季線 36.35 或 MACD 更明確轉強。,停損：若跌破 20 日線 41.09 宜保守。,目標：以觀察為主，暫不主動追價。,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.07,3.75,-2.16,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-21_4414,2026-03-21,2026-03-21 09:50:31,2026-03-20,4414,如興,上市,4414.TW,C,27,站上季線、季線向上、股價站上20日線,11.75,684953,0.54,0.2942,0.1044,0.1899,11.47,10.99,10.58,10.85,11.8,10.58,9.37,0.2289,買點：先等站穩季線 10.85 或 MACD 更明確轉強。,停損：若跌破 20 日線 10.58 宜保守。,目標：以觀察為主，暫不主動追價。,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.83,-0.85,0.43,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-21_3339,2026-03-21,2026-03-21 09:50:21,2026-03-20,3339,泰谷,上櫃,3339.TWO,C,27,站上季線、季線向上、股價站上20日線,32.95,2040936,0.53,1.3878,0.8364,0.5515,32.87,30.87,29.23,27.86,34.86,29.23,23.6,0.3849,買點：先等站穩季線 27.86 或 MACD 更明確轉強。,停損：若跌破 20 日線 29.23 宜保守。,目標：以觀察為主，暫不主動追價。,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,24.28,18.82,25.49,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-21_2340,2026-03-21,2026-03-21 09:49:59,2026-03-20,2340,台亞,上市,2340.TW,C,27,站上季線、季線向上、股價站上20日線,28.85,3731875,0.51,0.6222,0.2229,0.3993,28.84,27.27,26.71,26.84,29.8,26.71,23.63,0.231,買點：先等站穩季線 26.84 或 MACD 更明確轉強。,停損：若跌破 20 日線 26.71 宜保守。,目標：以觀察為主，暫不主動追價。,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-1.91,-7.11,-4.51,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-21_6246,2026-03-21,2026-03-21 09:50:53,2026-03-20,6246,臺龍,上櫃,6246.TWO,C,27,站上季線、季線向上、股價站上20日線,16.3,87788,0.47,0.8441,0.5444,0.2998,16.38,15.59,14.32,13.87,17.49,14.32,11.16,0.4418,買點：先等站穩季線 13.87 或 MACD 更明確轉強。,停損：若跌破 20 日線 14.32 宜保守。,目標：以觀察為主，暫不主動追價。,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-0.0,0.61,4.29,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
